STOP_ID,STOP_FRISK_DATE,ISSUING_OFFICER_RANK,SUPERVISING_OFFICER_RANK,SUSPECTED_CRIME_DESCRIPTION,SUSPECT_ARRESTED_FLAG,SUSPECT_ARREST_OFFENSE,FRISKED_FLAG,SEARCHED_FLAG,ASK_FOR_CONSENT_FLG,CONSENT_GIVEN_FLG,OTHER_CONTRABAND_FLAG,FIREARM_FLAG,KNIFE_CUTTER_FLAG,OTHER_WEAPON_FLAG,WEAPON_FOUND_FLAG,PHYSICAL_FORCE_CEW_FLAG,PHYSICAL_FORCE_DRAW_POINT_FIREARM_FLAG,PHYSICAL_FORCE_HANDCUFF_SUSPECT_FLAG,PHYSICAL_FORCE_OC_SPRAY_USED_FLAG,PHYSICAL_FORCE_OTHER_FLAG,PHYSICAL_FORCE_RESTRAINT_USED_FLAG,PHYSICAL_FORCE_VERBAL_INSTRUCTION_FLAG,PHYSICAL_FORCE_WEAPON_IMPACT_FLAG,DEMEANOR_OF_PERSON_STOPPED,SUSPECT_REPORTED_AGE,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_WEIGHT,SUSPECT_BODY_BUILD_TYPE,SUSPECT_EYE_COLOR,SUSPECT_HAIR_COLOR,STOP_LOCATION_BORO_NAME
111,05/01/2021,POF,SGT,OTHER,Y,OTHER,N,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),TRIED WALKING AWAY,76,MALE,BLACK,5.6,120,THN,BRO,ZZZ,BROOKLYN
112,10/01/2021,POM,SGT,ROBBERY,Y,ROBBERY,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),UNEASY,59,MALE,BLACK,6.6,220,MED,BRO,GRY,BROOKLYN
113,11/01/2021,POM,SGT,PETIT LARCENY,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,30,MALE,WHITE HISPANIC,5,140,MED,BRO,BLK,QUEENS
114,08/01/2021,POM,SGT,GRAND LARCENY AUTO,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),NERVOUS,43,MALE,WHITE,5.1,180,MED,BRO,BRO,STATEN ISLAND
115,08/01/2021,POM,SGT,GRAND LARCENY AUTO,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),NERVOUS,51,FEMALE,WHITE,5.2,130,THN,BRO,BRO,STATEN ISLAND
116,05/01/2021,POM,SGT,CPW,N,(null),N,N,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),COMPLIANT AND COOPERATIVE,(null),MALE,BLACK,6.1,(null),MED,BRO,BLK,BROOKLYN
117,04/01/2021,POM,SGT,GRAND LARCENY,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),IRATE,38,MALE,BLACK,6,220,MED,BRO,BLK,BROOKLYN
118,10/01/2021,POM,SGT,BURGLARY,Y,CRIMINAL TRESPASS,N,Y,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,29,MALE,BLACK,5.7,170,MED,BRO,BLD,QUEENS
119,10/01/2021,POF,SGT,CPSP,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,17,FEMALE,BLACK,5,110,THN,BRO,XXX,QUEENS
120,04/01/2021,POM,LT,CPW,Y,MENACING,Y,Y,N,(null),N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),NERVOUS / COOPERATIVE,64,MALE,WHITE,5.5,130,THN,BRO,XXX,QUEENS
121,12/01/2021,POM,SGT,MENACING,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),APPARENTLY NORMAL,35,MALE,BLACK,6,175,THN,BRO,BLK,MANHATTAN
122,01/01/2021,POM,SGT,ASSAULT,Y,ASSAULT,N,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,21,FEMALE,WHITE HISPANIC,5.4,102,THN,BRO,BRO,BRONX
123,11/01/2021,POM,SGT,BURGLARY,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),UPSET,20,MALE,MIDDLE EASTERN/SOUTHWEST ASIAN,5.8,150,THN,BRO,BLK,BROOKLYN
124,05/01/2021,POF,LT,BURGLARY,Y,BURGLARY,Y,N,N,N,Y,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),IRATE ANNOYED UPSET,36,MALE,BLACK,6.3,170,THN,BRO,BLK,BROOKLYN
125,05/01/2021,POM,SGT,MENACING,Y,CPW,Y,Y,N,Y,N,Y,(null),(null),Y,(null),Y,(null),(null),(null),(null),Y,(null),CALM,19,MALE,BLACK,6.1,165,THN,BRO,BLK,MANHATTAN
126,08/01/2021,POM,SGT,GRAND LARCENY,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),UNDERSTANDING,28,MALE,WHITE HISPANIC,6,210,MED,BLK,BLK,MANHATTAN
127,05/01/2021,POM,SGT,CPW,N,(null),Y,Y,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,25,MALE,BLACK,5.6,265,HEA,BRO,BLK,MANHATTAN
128,06/01/2021,POM,SGT,ASSAULT,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,27,MALE,BLACK HISPANIC,5.6,(null),THN,BRO,BLK,MANHATTAN
129,02/01/2021,POM,SGT,CRIMINAL MISCHIEF,Y,CRIMINAL MISCHIEF,N,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),#N/A,31,MALE,BLACK,5.6,160,MED,BRO,BLK,BROOKLYN
130,12/01/2021,POM,SGT,PETIT LARCENY,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),#N/A,35,MALE,BLACK,5.9,240,HEA,BRO,BLK,BROOKLYN
131,11/01/2021,POM,SGT,CPW,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),ANGRY,25,MALE,BLACK,(null),160,MED,BLK,BLN,BROOKLYN
132,10/01/2021,POM,SGT,BURGLARY,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),NORMAL,27,MALE,BLACK,5.11,160,MED,BRO,BLK,MANHATTAN
133,11/01/2021,POM,SGT,BURGLARY,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),NORMAL,51,MALE,WHITE,6.1,240,HEA,GRN,XXX,MANHATTAN
134,04/01/2021,POM,SGT,PETIT LARCENY,Y,PETIT LARCENY,N,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),NORMAL,41,MALE,WHITE,5.11,170,THN,BLU,BRO,MANHATTAN
135,12/01/2021,POM,SGT,MENACING,N,(null),Y,Y,N,N,N,(null),Y,(null),Y,(null),(null),Y,(null),(null),(null),(null),(null),UNCOOPERATIVE,28,MALE,BLACK,6,180,THN,BRO,XXX,MANHATTAN
136,10/01/2021,POM,SGT,BURGLARY,N,(null),Y,Y,N,Y,N,(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),CALM,14,MALE,WHITE HISPANIC,5.1,180,THN,BRO,BLK,MANHATTAN
137,11/01/2021,POM,SGT,CRIMINAL TRESPASS,Y,CRIMINAL TRESPASS,N,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),SITTING ON THE STAIRCASE NERVOUS AND GIVING INCONSISTENT ANSWERS,18,MALE,BLACK,5.8,140,THN,BLK,BLK,MANHATTAN
138,03/01/2021,POM,SGT,ASSAULT,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),NERVIOUS AND LOOKING AROUND,17,MALE,BLACK,5.7,170,MED,BRO,BLK,BRONX
139,03/01/2021,POM,SGT,ASSAULT,N,(null),Y,N,N,(null),N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),NERVOUS,15,MALE,BLACK,6.2,165,THN,BRO,BLK,BRONX
140,03/01/2021,POM,SGT,ASSAULT,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),NERVOUS,(null),MALE,BLACK,5.8,145,THN,BRO,BLK,BRONX
141,12/01/2021,POF,SGT,ROBBERY,N,(null),Y,Y,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),#N/A,22,FEMALE,WHITE HISPANIC,5,160,HEA,BRO,BRO,BRONX
142,05/01/2021,POM,SGT,CPW,N,(null),N,Y,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),ANNOYED,18,MALE,BLACK,5.9,160,THN,BRO,BLK,BROOKLYN
143,05/01/2021,POF,SGT,CPW,N,(null),N,Y,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),ANNOYED,17,MALE,BLACK,5.9,150,MED,BRO,BLK,BROOKLYN
144,05/01/2021,POM,SGT,CPW,N,(null),N,Y,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),ANNOYED,(null),MALE,BLACK,5.7,150,MED,BRO,BLK,BROOKLYN
145,07/01/2021,POM,SGT,CPW,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),COMBATIVE EVASIVE UNCOOPERATIVE,50,MALE,BLACK,6,180,THN,BRO,GRY,BROOKLYN
146,08/01/2021,POM,SGT,CPW,Y,CPW,Y,Y,N,N,N,Y,(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),CALM,25,MALE,BLACK,5.9,175,THN,BRO,BLK,BROOKLYN
147,11/01/2021,POM,SGT,CRIMINAL TRESPASS,Y,CRIMINAL TRESPASS,N,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,34,MALE,BLACK,6,175,THN,BRO,BLK,QUEENS
148,12/01/2021,POM,SGT,ASSAULT,Y,ASSAULT,N,Y,N,(null),N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),NORMAL,26,MALE,WHITE,5.7,170,MED,BRO,PLE,BROOKLYN
149,11/01/2021,POF,SGT,PETIT LARCENY,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CONFUSED,22,MALE,BLACK,5.8,140,THN,BLK,XXX,BROOKLYN
150,13/01/2021,POF,SGT,MAKING GRAFFITI,Y,MAKING GRAFFITI,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,46,MALE,WHITE,6.2,220,MED,BLU,BLD,BROOKLYN
151,13/01/2021,POF,SGT,MAKING GRAFFITI,Y,MAKING GRAFFITI,N,N,Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,36,MALE,WHITE,5.9,200,MED,BRO,BRO,BROOKLYN
152,13/01/2021,POM,LT,PETIT LARCENY,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,30,MALE,BLACK,5.7,(null),MED,ZZZ,BLK,BRONX
153,10/01/2021,POM,SGT,CPW,Y,CPW,Y,Y,N,(null),N,Y,(null),(null),Y,(null),(null),Y,(null),(null),(null),Y,(null),NORMAL,40,MALE,BLACK,5.8,160,THN,BRO,BLK,BRONX
154,13/01/2021,POM,LT,BURGLARY,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),#N/A,16,MALE,WHITE HISPANIC,5.8,150,THN,BRO,BRO,BRONX
155,13/01/2021,POM,LT,BURGLARY,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),#N/A,16,MALE,WHITE HISPANIC,5.8,140,THN,BRO,BRO,BRONX
156,12/01/2021,POM,SGT,ROBBERY,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),NERVOUS,(null),MALE,BLACK,5.9,160,THN,BRO,XXX,BRONX
157,11/01/2021,POM,SSA,ASSAULT,N,(null),Y,Y,N,N,Y,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,18,MALE,BLACK,5.9,200,HEA,BRO,BLK,QUEENS
158,11/01/2021,POM,SSA,ASSAULT,Y,ASSAULT,Y,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,19,MALE,BLACK,5.11,180,THN,BRO,BLK,QUEENS
159,13/01/2021,POF,SGT,PETIT LARCENY,N,(null),N,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),COMPLIANT,35,MALE,BLACK HISPANIC,6.3,175,THN,BRO,BLK,QUEENS
160,09/01/2021,POM,SGT,CPW,N,(null),Y,Y,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),ANNOYED/COMPLIANT,35,MALE,BLACK HISPANIC,5.7,150,THN,BRO,BLK,QUEENS
161,09/01/2021,POM,SGT,CPW,N,(null),Y,Y,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),COMPLIANT,40,MALE,BLACK HISPANIC,5.6,170,HEA,BRO,XXX,QUEENS
162,01/01/2021,SGT,SGT,CPW,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,42,MALE,WHITE HISPANIC,5.7,190,MED,BRO,BLK,STATEN ISLAND
163,12/01/2021,POM,SGT,CPW,N,(null),Y,Y,Y,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),AGITATED,59,MALE,BLACK HISPANIC,5.1,150,THN,BRO,BLK,MANHATTAN
164,01/01/2021,POM,SGT,CRIMINAL MISCHIEF,Y,CRIMINAL MISCHIEF,Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),ANNOYED,18,MALE,BLACK,5.9,170,MED,BRO,BLK,MANHATTAN
165,12/01/2021,POF,SGT,BURGLARY,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,58,MALE,WHITE HISPANIC,5.6,190,MED,BRO,GRY,MANHATTAN
166,12/01/2021,POM,LT,CPW,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),#N/A,61,MALE,BLACK,5.8,250,HEA,BRO,BLK,MANHATTAN
167,12/01/2021,POM,SGT,ASSAULT,Y,ASSAULT,N,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),LAUGHING,17,FEMALE,BLACK,5.5,110,THN,BRO,BLK,MANHATTAN
168,12/01/2021,POM,SGT,ASSAULT,Y,ASSAULT,N,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),LAUGHING,15,FEMALE,BLACK,5.5,160,HEA,BRO,PNK,MANHATTAN
169,13/01/2021,POM,SGT,OTHER,N,(null),Y,Y,(null),Y,Y,(null),(null),(null),N,(null),Y,Y,(null),(null),(null),Y,(null),COMPLIANT,26,MALE,WHITE HISPANIC,5.7,165,MED,BRO,BLK,MANHATTAN
170,12/01/2021,POM,SGT,CPW,N,(null),Y,Y,N,N,Y,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),NERVOUS EVASIVE,24,MALE,BLACK,5.3,130,THN,BRO,BLK,MANHATTAN
171,12/01/2021,POM,SGT,ROBBERY,Y,ROBBERY,Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),COMPLIANT AND OUT OF BREATH,16,MALE,BLACK,5.5,145,THN,BRO,BLK,BRONX
172,10/01/2021,POM,SGT,CPW,Y,CPW,Y,Y,N,N,Y,Y,(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),#N/A,18,MALE,BLACK,5.1,150,THN,BRO,BLK,BROOKLYN
173,13/01/2021,POF,SGT,OTHER,N,(null),N,N,N,(null),N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,32,MALE,BLACK HISPANIC,5.5,180,MED,BRO,BLK,QUEENS
174,14/01/2021,POM,LT,ROBBERY,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,30,MALE,BLACK,6.1,165,THN,BRO,XXX,MANHATTAN
175,14/01/2021,POM,SGT,CPW,N,(null),Y,N,N,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),UNCOOPERATIVE,34,MALE,BLACK,6.6,200,THN,BRO,BLK,MANHATTAN
176,07/01/2021,POM,SGT,CPW,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),COMPLIANT,46,MALE,BLACK,6.2,230,MED,BRO,XXX,BRONX
177,13/01/2021,POM,SGT,BURGLARY,Y,BURGLARY,Y,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),COOPERATIVE,26,MALE,WHITE HISPANIC,5.6,145,THN,BRO,BRO,BRONX
178,13/01/2021,POM,SGT,PETIT LARCENY,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,53,MALE,WHITE,5.1,200,MED,ZZZ,GRY,MANHATTAN
179,13/01/2021,POM,SGT,ASSAULT,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM AND RECEPTIVE TO INSTRUCTIONS,20,MALE,BLACK,5.8,160,THN,BRO,XXX,MANHATTAN
180,12/01/2021,SGT,LT,GRAND LARCENY,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),NERVOUS,30,MALE,BLACK,5.1,190,MED,BRO,BLK,MANHATTAN
181,13/01/2021,POM,SGT,BURGLARY,Y,BURGLARY,Y,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),CONFUSED,40,MALE,WHITE,5.7,140,THN,BLU,ZZZ,MANHATTAN
182,11/01/2021,SGT,SGT,CPW,N,(null),Y,N,N,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),PRIOR TO STOP ARGUMENTATIVE DEMEONOR BUT SUBJECT BECAME CALM DURING STOP,24,MALE,BLACK,5.7,150,THN,BLK,BLK,BRONX
183,14/01/2021,POM,SGT,ASSAULT,Y,ASSAULT,N,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),NORMAL,28,MALE,BLACK,5.8,183,MED,BLK,BLK,QUEENS
184,12/01/2021,POM,SGT,CRIMINAL TRESPASS,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),NERVOUS,(null),FEMALE,WHITE HISPANIC,5.1,105,THN,BRO,BRO,MANHATTAN
185,14/01/2021,POF,SGT,CRIMINAL SALE OF CONTROLLED SUBSTANCE,N,(null),Y,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),UNDERSTANDING/COOPERATIVE,44,MALE,BLACK,5.8,(null),MED,(null),BLK,MANHATTAN
186,12/01/2021,POM,LT,PETIT LARCENY,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM HANDS UP,20,MALE,WHITE HISPANIC,5.6,165,MED,BRO,BLK,BRONX
187,12/01/2021,POM,LT,PETIT LARCENY,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),UPSET,22,FEMALE,WHITE HISPANIC,5.5,140,THN,BRO,BRO,BRONX
188,14/01/2021,POF,SGT,CPW,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),ANNOYED ANGRY,30,MALE,BLACK,5.11,170,MED,BRO,BLK,BROOKLYN
189,11/01/2021,POM,SGT,CPW,N,(null),Y,Y,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,26,MALE,BLACK,5.9,150,THN,BRO,BLK,BRONX
190,15/01/2021,POM,SGT,MENACING,Y,MENACING,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),UPSET,27,MALE,BLACK,5.1,175,THN,BRO,BRO,BRONX
191,01/01/2021,POM,LT,MENACING,Y,MENACING,Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),APPARENTLY NORMAL,24,MALE,WHITE HISPANIC,6,220,HEA,BRO,BLK,BRONX
192,14/01/2021,POM,SGT,PETIT LARCENY,Y,PETIT LARCENY,N,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),AGITATED,34,MALE,WHITE HISPANIC,5.7,140,MED,BRO,BRO,QUEENS
193,15/01/2021,POM,SGT,ROBBERY,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),ERRATIC,20,MALE,BLACK HISPANIC,5.5,155,THN,BRO,BLK,QUEENS
194,08/01/2021,POF,SGT,CPW,N,(null),N,N,N,N,N,(null),Y,(null),N,(null),(null),(null),(null),(null),(null),Y,(null),#N/A,41,MALE,BLACK,6.1,205,MED,BRO,BLD,MANHATTAN
195,10/01/2021,POM,SGT,CPW,Y,CPW,Y,Y,N,N,Y,Y,(null),(null),Y,(null),(null),Y,(null),(null),(null),Y,(null),COMPLIANT,21,MALE,BLACK,5.8,140,THN,BLK,BLK,BRONX
196,14/01/2021,POM,SGT,GRAND LARCENY AUTO,N,(null),N,N,N,(null),N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CONFUSED,(null),MALE,WHITE,5.6,160,THN,BRO,BLD,BRONX
197,14/01/2021,POM,LT,BURGLARY,Y,CPW,Y,Y,(null),(null),Y,(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),COMPLIANT,41,MALE,WHITE,5.9,155,THN,BRO,BRO,BROOKLYN
198,14/01/2021,POM,SGT,BURGLARY,Y,BURGLARY,Y,Y,N,N,Y,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),AGITATED,47,MALE,BLACK,5.7,175,XXX,BLK,BLD,BROOKLYN
199,15/01/2021,POM,SGT,CPW,N,(null),Y,Y,N,N,N,(null),(null),(null),N,(null),Y,(null),(null),(null),(null),Y,(null),CALM,55,MALE,BLACK,6,200,MED,BRO,BLK,QUEENS
200,05/01/2021,POM,SGT,ROBBERY,Y,MENACING,Y,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,36,MALE,BLACK,5.1,170,MED,BRO,BLK,MANHATTAN
201,12/01/2021,POM,SGT,CRIMINAL TRESPASS,Y,CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE,N,Y,N,N,Y,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),NERVOUS,39,MALE,BLACK HISPANIC,5.4,125,THN,BRO,BRO,MANHATTAN
202,15/01/2021,POM,SGT,CPW,N,(null),Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,27,MALE,BLACK,5.5,160,MED,BRO,BLK,BRONX
203,14/01/2021,LT,CPT,GRAND LARCENY,N,(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),INQUISITIVE,40,MALE,WHITE HISPANIC,5.6,180,MED,BLK,BLK,BRONX
204,16/01/2021,POM,SGT,ASSAULT,Y,ASSAULT,N,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),CALM,42,MALE,BLACK HISPANIC,5.8,220,HEA,BRO,BLK,BRONX
205,15/01/2021,POF,LT,CPW,N,(null),Y,Y,N,N,N,(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),CALM AND COOPERATIVE,(null),MALE,BLACK,(null),(null),(null),(null),(null),QUEENS
206,15/01/2021,POM,SGT,OTHER,Y,OTHER,Y,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),CALM,63,MALE,WHITE HISPANIC,5.9,180,MED,BRO,BRO,QUEENS
207,11/01/2021,POM,SGT,ASSAULT,Y,ASSAULT,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),COMPLIANT AND CALM,50,MALE,MIDDLE EASTERN/SOUTHWEST ASIAN,5.8,160,THN,BRO,BLK,STATEN ISLAND
208,15/01/2021,POM,SGT,PETIT LARCENY,Y,PETIT LARCENY,N,Y,N,(null),N,(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),RELXAXED,50,MALE,BLACK,5.8,180,MED,BRO,BRO,MANHATTAN
209,15/01/2021,POM,LT,CPW,Y,CPW,Y,Y,N,N,Y,Y,(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),NERVOUS,15,MALE,WHITE HISPANIC,5.6,150,THN,BRO,BLK,BROOKLYN
210,14/01/2021,POM,LT,CPW,Y,ROBBERY,Y,Y,N,N,Y,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),OUT OF BREATH AND SWEATING,19,MALE,BLACK,5.1,160,THN,BRO,BLK,MANHATTAN
211,14/01/2021,POF,LT,CPW,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),APPARENTLY NERVOUS,14,MALE,WHITE HISPANIC,5.6,140,THN,BRO,BRO,BRONX
212,14/01/2021,POM,LT,CPW,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),NERVOUS,18,MALE,BLACK,5.8,160,THN,GRY,BLK,BRONX
213,06/01/2021,POM,SGT,CPW,N,(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),#N/A,(null),MALE,BLACK,(null),(null),MED,BRO,BLK,BRONX
214,07/01/2021,POM,SGT,CPW,Y,CPW,Y,Y,N,N,Y,Y,(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),COOPERATIVE,16,MALE,BLACK,5.8,130,THN,BRO,BLK,BRONX
215,12/01/2021,POM,SGT,CRIMINAL TRESPASS,Y,CRIMINAL TRESPASS,N,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),NORMAL,31,MALE,BLACK,5.1,195,MED,BRO,BLD,BRONX
216,15/01/2021,POM,LSA,CPW,Y,CPW,Y,Y,N,N,N,Y,(null),(null),Y,(null),(null),Y,(null),(null),(null),Y,(null),COMBATIVE,26,MALE,WHITE HISPANIC,5.11,180,MED,BRO,BLK,BRONX
217,15/01/2021,POM,LSA,CPW,N,(null),Y,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),COMBATIVE,27,MALE,WHITE HISPANIC,6.3,200,HEA,BRO,BLK,BRONX
218,15/01/2021,POM,LSA,CPW,N,(null),Y,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),COMBATIVE,27,MALE,WHITE HISPANIC,6.3,200,MED,BRO,BLK,BRONX
